Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
WR,Matthew Golden (40858243),Matthew Golden,40858243,WR/FLEX,3900,MIN@GB 11/23/2025 01:00PM ET,GB,6.34
WR,Elic Ayomanor (40858271),Elic Ayomanor,40858271,WR/FLEX,3900,SEA@TEN 11/23/2025 01:00PM ET,TEN,7.34
WR,Xavier Legette (40857909),Xavier Legette,40857909,WR/FLEX,3900,CAR@SF 11/24/2025 08:15PM ET,CAR,7.6
TE,Mark Andrews (40857248),Mark Andrews,40857248,TE/FLEX,3800,NYJ@BAL 11/23/2025 01:00PM ET,BAL,9.99
WR,Rashod Bateman (40857612),Rashod Bateman,40857612,WR/FLEX,3800,NYJ@BAL 11/23/2025 01:00PM ET,BAL,5.49
DST,Patriots  (40857105),Patriots ,40857105,DST,3800,NE@CIN 11/23/2025 01:00PM ET,NE,7.64
WR,DeMario Douglas (40857881),DeMario Douglas,40857881,WR/FLEX,3800,NE@CIN 11/23/2025 01:00PM ET,NE,7.04
WR,Kendrick Bourne (40857239),Kendrick Bourne,40857239,WR/FLEX,3800,CAR@SF 11/24/2025 08:15PM ET,SF,8.52
WR,Calvin Austin III (40857550),Calvin Austin III,40857550,WR/FLEX,3700,PIT@CHI 11/23/2025 01:00PM ET,PIT,7.28
DST,Lions  (40857097),Lions ,40857097,DST,3700,NYG@DET 11/23/2025 01:00PM ET,DET,7
TE,Chig Okonkwo (40857583),Chig Okonkwo,40857583,TE/FLEX,3700,SEA@TEN 11/23/2025 01:00PM ET,TEN,6.57
WR,Cedric Tillman (40857703),Cedric Tillman,40857703,WR/FLEX,3700,CLE@LV 11/23/2025 04:05PM ET,CLE,7.48
WR,Luther Burden III (40858235),Luther Burden III,40858235,WR/FLEX,3600,PIT@CHI 11/23/2025 01:00PM ET,CHI,5.94
DST,Packers  (40857098),Packers ,40857098,DST,3600,MIN@GB 11/23/2025 01:00PM ET,GB,5.2
WR,Van Jefferson (40857351),Van Jefferson,40857351,WR/FLEX,3600,SEA@TEN 11/23/2025 01:00PM ET,TEN,4.19
TE,Harold Fannin Jr. (40858267),Harold Fannin Jr.,40858267,TE/FLEX,3600,CLE@LV 11/23/2025 04:05PM ET,CLE,9.88
TE,Colston Loveland (40858237),Colston Loveland,40858237,TE/FLEX,3500,PIT@CHI 11/23/2025 01:00PM ET,CHI,7.99
WR,Dontayvion Wicks (40857860),Dontayvion Wicks,40857860,WR/FLEX,3500,MIN@GB 11/23/2025 01:00PM ET,GB,4.51
DST,Raiders  (40857102),Raiders ,40857102,DST,3500,CLE@LV 11/23/2025 04:05PM ET,LV,4.3
WR,Tyler Lockett (40857155),Tyler Lockett,40857155,WR/FLEX,3500,CLE@LV 11/23/2025 04:05PM ET,LV,3.87
DST,49ers  (40857112),49ers ,40857112,DST,3500,CAR@SF 11/24/2025 08:15PM ET,SF,3.73
WR,Jalen Coker (40858019),Jalen Coker,40858019,WR/FLEX,3500,CAR@SF 11/24/2025 08:15PM ET,CAR,4.96
TE,Mason Taylor (40858251),Mason Taylor,40858251,TE/FLEX,3400,NYJ@BAL 11/23/2025 01:00PM ET,NYJ,6.96
WR,Jalen Nailor (40857722),Jalen Nailor,40857722,WR/FLEX,3400,MIN@GB 11/23/2025 01:00PM ET,MIN,7.03
TE,Brenton Strange (40857813),Brenton Strange,40857813,TE/FLEX,3400,JAX@ARI 11/23/2025 04:05PM ET,JAX,8.08
WR,Jahan Dotson (40857668),Jahan Dotson,40857668,WR/FLEX,3400,PHI@DAL 11/23/2025 04:25PM ET,PHI,3.54
DST,Falcons  (40857092),Falcons ,40857092,DST,3400,ATL@NO 11/23/2025 04:25PM ET,ATL,6.6
WR,Brandin Cooks (40857164),Brandin Cooks,40857164,WR/FLEX,3400,ATL@NO 11/23/2025 04:25PM ET,NO,3.55
WR,DeAndre Hopkins (40857139),DeAndre Hopkins,40857139,WR/FLEX,3300,NYJ@BAL 11/23/2025 01:00PM ET,BAL,4.69
WR,John Metchie III (40857770),John Metchie III,40857770,WR/FLEX,3300,NYJ@BAL 11/23/2025 01:00PM ET,NYJ,2.21
DST,Bears  (40857093),Bears ,40857093,DST,3300,PIT@CHI 11/23/2025 01:00PM ET,CHI,6.8
WR,Isaiah Hodgins (40857451),Isaiah Hodgins,40857451,WR/FLEX,3300,NYG@DET 11/23/2025 01:00PM ET,NYG,10.7
TE,T.J. Hockenson (40857415),T.J. Hockenson,40857415,TE/FLEX,3300,MIN@GB 11/23/2025 01:00PM ET,MIN,7.4
TE,AJ Barner (40858070),AJ Barner,40858070,TE/FLEX,3300,SEA@TEN 11/23/2025 01:00PM ET,SEA,9.27
WR,Ryan Flournoy (40858265),Ryan Flournoy,40858265,WR/FLEX,3300,PHI@DAL 11/23/2025 04:25PM ET,DAL,5.45
WR,David Sills V (40857310),David Sills V,40857310,WR/FLEX,3300,ATL@NO 11/23/2025 04:25PM ET,ATL,0.74
WR,Adonai Mitchell (40858114),Adonai Mitchell,40858114,WR/FLEX,3200,NYJ@BAL 11/23/2025 01:00PM ET,NYJ,2.8
TE,Pat Freiermuth (40857646),Pat Freiermuth,40857646,TE/FLEX,3200,PIT@CHI 11/23/2025 01:00PM ET,PIT,7.19
TE,Luke Musgrave (40857907),Luke Musgrave,40857907,TE/FLEX,3200,MIN@GB 11/23/2025 01:00PM ET,GB,2.4
WR,Tyquan Thornton (40857626),Tyquan Thornton,40857626,WR/FLEX,3200,IND@KC 11/23/2025 01:00PM ET,KC,7.02
DST,Jaguars  (40857116),Jaguars ,40857116,DST,3200,JAX@ARI 11/23/2025 04:05PM ET,JAX,7.7
WR,Tim Patrick (40857287),Tim Patrick,40857287,WR/FLEX,3200,JAX@ARI 11/23/2025 04:05PM ET,JAX,3.03
WR,Dyami Brown (40857604),Dyami Brown,40857604,WR/FLEX,3200,JAX@ARI 11/23/2025 04:05PM ET,JAX,5.5
WR,Devaughn Vele (40857807),Devaughn Vele,40857807,WR/FLEX,3200,ATL@NO 11/23/2025 04:25PM ET,NO,1.93
WR,Tyler Johnson (40857369),Tyler Johnson,40857369,WR/FLEX,3100,NYJ@BAL 11/23/2025 01:00PM ET,NYJ,3.86
WR,Olamide Zaccheaus (40857347),Olamide Zaccheaus,40857347,WR/FLEX,3100,PIT@CHI 11/23/2025 01:00PM ET,CHI,6.53
TE,Noah Fant (40857413),Noah Fant,40857413,TE/FLEX,3100,NE@CIN 11/23/2025 01:00PM ET,CIN,7.96
WR,Kyle Williams (40858041),Kyle Williams,40858041,WR/FLEX,3100,NE@CIN 11/23/2025 01:00PM ET,NE,1.64
WR,Jalin Hyatt (40858090),Jalin Hyatt,40858090,WR/FLEX,3100,NYG@DET 11/23/2025 01:00PM ET,NYG,1.21
DST,Chiefs  (40857101),Chiefs ,40857101,DST,3100,IND@KC 11/23/2025 01:00PM ET,KC,6.2
TE,David Njoku (40857268),David Njoku,40857268,TE/FLEX,3100,CLE@LV 11/23/2025 04:05PM ET,CLE,8.53
WR,Jalen Tolbert (40857560),Jalen Tolbert,40857560,WR/FLEX,3100,PHI@DAL 11/23/2025 04:25PM ET,DAL,3.92
WR,Keith Kirkwood (40857221),Keith Kirkwood,40857221,WR/FLEX,3000,NYJ@BAL 11/23/2025 01:00PM ET,BAL,0
WR,Josh Reynolds (40857255),Josh Reynolds,40857255,WR/FLEX,3000,NYJ@BAL 11/23/2025 01:00PM ET,NYJ,4.62
WR,Allen Lazard (40857285),Allen Lazard,40857285,WR/FLEX,3000,NYJ@BAL 11/23/2025 01:00PM ET,NYJ,2.92
WR,Irvin Charles (40857343),Irvin Charles,40857343,WR/FLEX,3000,NYJ@BAL 11/23/2025 01:00PM ET,NYJ,0
WR,Trenton Irwin (40857359),Trenton Irwin,40857359,WR/FLEX,3000,NYJ@BAL 11/23/2025 01:00PM ET,NYJ,0
WR,Brandon Smith (40857519),Brandon Smith,40857519,WR/FLEX,3000,NYJ@BAL 11/23/2025 01:00PM ET,NYJ,0
WR,Tylan Wallace (40857548),Tylan Wallace,40857548,WR/FLEX,3000,NYJ@BAL 11/23/2025 01:00PM ET,BAL,1.45
WR,Garrett Wilson (40857811),Garrett Wilson,40857811,WR/FLEX,3000,NYJ@BAL 11/23/2025 01:00PM ET,NYJ,14.21
WR,Dayton Wade (40857866),Dayton Wade,40857866,WR/FLEX,3000,NYJ@BAL 11/23/2025 01:00PM ET,BAL,0
WR,Isaiah Williams (40857885),Isaiah Williams,40857885,WR/FLEX,3000,NYJ@BAL 11/23/2025 01:00PM ET,NYJ,2.08
WR,Cornelius Johnson (40857919),Cornelius Johnson,40857919,WR/FLEX,3000,NYJ@BAL 11/23/2025 01:00PM ET,BAL,0
WR,Arian Smith (40858015),Arian Smith,40858015,WR/FLEX,3000,NYJ@BAL 11/23/2025 01:00PM ET,NYJ,1.1
WR,Quentin Skinner (40858039),Quentin Skinner,40858039,WR/FLEX,3000,NYJ@BAL 11/23/2025 01:00PM ET,NYJ,0
WR,LaJohntay Wester (40858080),LaJohntay Wester,40858080,WR/FLEX,3000,NYJ@BAL 11/23/2025 01:00PM ET,BAL,-0.1
WR,Devontez Walker (40858104),Devontez Walker,40858104,WR/FLEX,3000,NYJ@BAL 11/23/2025 01:00PM ET,BAL,3.5
WR,Jamaal Pritchett (40858257),Jamaal Pritchett,40858257,WR/FLEX,3000,NYJ@BAL 11/23/2025 01:00PM ET,NYJ,0
WR,Marquez Valdes-Scantling (40857213),Marquez Valdes-Scantling,40857213,WR/FLEX,3000,PIT@CHI 11/23/2025 01:00PM ET,PIT,1.6
WR,Scotty Miller (40857308),Scotty Miller,40857308,WR/FLEX,3000,PIT@CHI 11/23/2025 01:00PM ET,PIT,0.27
WR,Maurice Alexander (40857361),Maurice Alexander,40857361,WR/FLEX,3000,PIT@CHI 11/23/2025 01:00PM ET,CHI,0
WR,Devin Duvernay (40857393),Devin Duvernay,40857393,WR/FLEX,3000,PIT@CHI 11/23/2025 01:00PM ET,CHI,0.12
WR,Ben Skowronek (40857395),Ben Skowronek,40857395,WR/FLEX,3000,PIT@CHI 11/23/2025 01:00PM ET,PIT,1.15
WR,Max Hurleman (40858011),Max Hurleman,40858011,WR/FLEX,3000,PIT@CHI 11/23/2025 01:00PM ET,PIT,0
WR,Roman Wilson (40858074),Roman Wilson,40858074,WR/FLEX,3000,PIT@CHI 11/23/2025 01:00PM ET,PIT,3.96
WR,Ke'Shawn Williams (40858086),Ke'Shawn Williams,40858086,WR/FLEX,3000,PIT@CHI 11/23/2025 01:00PM ET,PIT,-0.17
WR,JP Richardson (40858137),JP Richardson,40858137,WR/FLEX,3000,PIT@CHI 11/23/2025 01:00PM ET,CHI,0
WR,Jahdae Walker (40858290),Jahdae Walker,40858290,WR/FLEX,3000,PIT@CHI 11/23/2025 01:00PM ET,CHI,0
WR,Kendric Pryor (40857419),Kendric Pryor,40857419,WR/FLEX,3000,NE@CIN 11/23/2025 01:00PM ET,CIN,0
WR,Charlie Jones (40857566),Charlie Jones,40857566,WR/FLEX,3000,NE@CIN 11/23/2025 01:00PM ET,CIN,0.6
WR,Jeremiah Webb (40857935),Jeremiah Webb,40857935,WR/FLEX,3000,NE@CIN 11/23/2025 01:00PM ET,NE,0
WR,Mitch Tinsley (40857997),Mitch Tinsley,40857997,WR/FLEX,3000,NE@CIN 11/23/2025 01:00PM ET,CIN,1.39
WR,Efton Chism III (40858007),Efton Chism III,40858007,WR/FLEX,3000,NE@CIN 11/23/2025 01:00PM ET,NE,0
WR,Jermaine Burton (40858013),Jermaine Burton,40858013,WR/FLEX,3000,NE@CIN 11/23/2025 01:00PM ET,CIN,0
WR,Jordan Moore (40858144),Jordan Moore,40858144,WR/FLEX,3000,NE@CIN 11/23/2025 01:00PM ET,CIN,0
WR,John Jiles (40858296),John Jiles,40858296,WR/FLEX,3000,NE@CIN 11/23/2025 01:00PM ET,NE,0
WR,Kalif Raymond (40857181),Kalif Raymond,40857181,WR/FLEX,3000,NYG@DET 11/23/2025 01:00PM ET,DET,3.22
WR,Tom Kennedy (40857279),Tom Kennedy,40857279,WR/FLEX,3000,NYG@DET 11/23/2025 01:00PM ET,DET,0
WR,Ray-Ray McCloud III (40857315),Ray-Ray McCloud III,40857315,WR/FLEX,3000,NYG@DET 11/23/2025 01:00PM ET,NYG,2.32
TE,Brock Wright (40857477),Brock Wright,40857477,TE/FLEX,3000,NYG@DET 11/23/2025 01:00PM ET,DET,3.09
WR,Ihmir Smith-Marsette (40857521),Ihmir Smith-Marsette,40857521,WR/FLEX,3000,NYG@DET 11/23/2025 01:00PM ET,NYG,0
WR,Malik Cunningham (40857546),Malik Cunningham,40857546,WR/FLEX,3000,NYG@DET 11/23/2025 01:00PM ET,DET,0
WR,Bryce Ford-Wheaton (40857657),Bryce Ford-Wheaton,40857657,WR/FLEX,3000,NYG@DET 11/23/2025 01:00PM ET,NYG,0
WR,Gunner Olszewski (40857836),Gunner Olszewski,40857836,WR/FLEX,3000,NYG@DET 11/23/2025 01:00PM ET,NYG,0.86
WR,Da'Quan Felton (40857905),Da'Quan Felton,40857905,WR/FLEX,3000,NYG@DET 11/23/2025 01:00PM ET,NYG,0
WR,Dalen Cambre (40857913),Dalen Cambre,40857913,WR/FLEX,3000,NYG@DET 11/23/2025 01:00PM ET,NYG,0
WR,Jackson Meeks (40858116),Jackson Meeks,40858116,WR/FLEX,3000,NYG@DET 11/23/2025 01:00PM ET,DET,0
WR,Malik Nabers (40858126),Malik Nabers,40858126,WR/FLEX,3000,NYG@DET 11/23/2025 01:00PM ET,NYG,15.02
WR,Dominic Lovett (40858142),Dominic Lovett,40858142,WR/FLEX,3000,NYG@DET 11/23/2025 01:00PM ET,DET,0
WR,Beaux Collins (40858164),Beaux Collins,40858164,WR/FLEX,3000,NYG@DET 11/23/2025 01:00PM ET,NYG,0.5
WR,Isaac TeSlaa (40858285),Isaac TeSlaa,40858285,WR/FLEX,3000,NYG@DET 11/23/2025 01:00PM ET,DET,2.25
WR,Adam Thielen (40857199),Adam Thielen,40857199,WR/FLEX,3000,MIN@GB 11/23/2025 01:00PM ET,MIN,1.69
WR,Jeshaun Jones (40857585),Jeshaun Jones,40857585,WR/FLEX,3000,MIN@GB 11/23/2025 01:00PM ET,MIN,0
WR,Michael Woods II (40857591),Michael Woods II,40857591,WR/FLEX,3000,MIN@GB 11/23/2025 01:00PM ET,GB,0
WR,Rondale Moore (40857748),Rondale Moore,40857748,WR/FLEX,3000,MIN@GB 11/23/2025 01:00PM ET,MIN,0
WR,Jakobie Keeney-James (40857849),Jakobie Keeney-James,40857849,WR/FLEX,3000,MIN@GB 11/23/2025 01:00PM ET,GB,0
WR,Isaiah Neyor (40857862),Isaiah Neyor,40857862,WR/FLEX,3000,MIN@GB 11/23/2025 01:00PM ET,GB,0
WR,Savion Williams (40857962),Savion Williams,40857962,WR/FLEX,3000,MIN@GB 11/23/2025 01:00PM ET,GB,2.56
WR,Will Sheppard (40858001),Will Sheppard,40858001,WR/FLEX,3000,MIN@GB 11/23/2025 01:00PM ET,GB,0
WR,Dontae Fleming (40858025),Dontae Fleming,40858025,WR/FLEX,3000,MIN@GB 11/23/2025 01:00PM ET,MIN,0
WR,Myles Price (40858054),Myles Price,40858054,WR/FLEX,3000,MIN@GB 11/23/2025 01:00PM ET,MIN,-0.2
WR,Malik Heath (40858084),Malik Heath,40858084,WR/FLEX,3000,MIN@GB 11/23/2025 01:00PM ET,GB,1.62
WR,Tai Felton (40858151),Tai Felton,40858151,WR/FLEX,3000,MIN@GB 11/23/2025 01:00PM ET,MIN,0.19
WR,Laquon Treadwell (40857229),Laquon Treadwell,40857229,WR/FLEX,3000,IND@KC 11/23/2025 01:00PM ET,IND,0
WR,JuJu Smith-Schuster (40857272),JuJu Smith-Schuster,40857272,WR/FLEX,3000,IND@KC 11/23/2025 01:00PM ET,KC,6.01
WR,D.J. Montgomery (40857552),D.J. Montgomery,40857552,WR/FLEX,3000,IND@KC 11/23/2025 01:00PM ET,IND,0
WR,Nikko Remigio (40857728),Nikko Remigio,40857728,WR/FLEX,3000,IND@KC 11/23/2025 01:00PM ET,KC,0.42
WR,Anthony Gould (40857774),Anthony Gould,40857774,WR/FLEX,3000,IND@KC 11/23/2025 01:00PM ET,IND,0.16
WR,Ashton Dulin (40857820),Ashton Dulin,40857820,WR/FLEX,3000,IND@KC 11/23/2025 01:00PM ET,IND,1.58
WR,Coleman Owen (40857937),Coleman Owen,40857937,WR/FLEX,3000,IND@KC 11/23/2025 01:00PM ET,IND,0
WR,Jimmy Holiday (40857949),Jimmy Holiday,40857949,WR/FLEX,3000,IND@KC 11/23/2025 01:00PM ET,KC,0
WR,Jason Brownlee (40858082),Jason Brownlee,40858082,WR/FLEX,3000,IND@KC 11/23/2025 01:00PM ET,KC,0
WR,Jalen Royals (40858281),Jalen Royals,40858281,WR/FLEX,3000,IND@KC 11/23/2025 01:00PM ET,KC,0
WR,James Proche II (40857322),James Proche II,40857322,WR/FLEX,3000,SEA@TEN 11/23/2025 01:00PM ET,TEN,0
WR,Calvin Ridley (40857349),Calvin Ridley,40857349,WR/FLEX,3000,SEA@TEN 11/23/2025 01:00PM ET,TEN,7.19
WR,Cody White (40857510),Cody White,40857510,WR/FLEX,3000,SEA@TEN 11/23/2025 01:00PM ET,SEA,3.25
WR,Bryce Oliver (40857636),Bryce Oliver,40857636,WR/FLEX,3000,SEA@TEN 11/23/2025 01:00PM ET,TEN,0.9
WR,Jake Bobo (40857659),Jake Bobo,40857659,WR/FLEX,3000,SEA@TEN 11/23/2025 01:00PM ET,SEA,0.67
WR,Courtney Jackson (40857797),Courtney Jackson,40857797,WR/FLEX,3000,SEA@TEN 11/23/2025 01:00PM ET,SEA,0
WR,Xavier Restrepo (40857976),Xavier Restrepo,40857976,WR/FLEX,3000,SEA@TEN 11/23/2025 01:00PM ET,TEN,0
WR,Mason Kinsey (40857999),Mason Kinsey,40857999,WR/FLEX,3000,SEA@TEN 11/23/2025 01:00PM ET,TEN,0.6
WR,Ricky White III (40858078),Ricky White III,40858078,WR/FLEX,3000,SEA@TEN 11/23/2025 01:00PM ET,SEA,0
WR,Hal Presley III (40858221),Hal Presley III,40858221,WR/FLEX,3000,SEA@TEN 11/23/2025 01:00PM ET,TEN,0
WR,Dareke Young (40858261),Dareke Young,40858261,WR/FLEX,3000,SEA@TEN 11/23/2025 01:00PM ET,SEA,1.13
WR,Zay Jones (40857223),Zay Jones,40857223,WR/FLEX,3000,JAX@ARI 11/23/2025 04:05PM ET,ARI,3.79
WR,Andre Baccellia (40857298),Andre Baccellia,40857298,WR/FLEX,3000,JAX@ARI 11/23/2025 04:05PM ET,ARI,1.5
WR,Jalen Virgil (40857382),Jalen Virgil,40857382,WR/FLEX,3000,JAX@ARI 11/23/2025 04:05PM ET,ARI,0
WR,Austin Trammell (40857500),Austin Trammell,40857500,WR/FLEX,3000,JAX@ARI 11/23/2025 04:05PM ET,JAX,2.53
WR,Tim Jones (40857502),Tim Jones,40857502,WR/FLEX,3000,JAX@ARI 11/23/2025 04:05PM ET,JAX,0.62
WR,Simi Fehoko (40857690),Simi Fehoko,40857690,WR/FLEX,3000,JAX@ARI 11/23/2025 04:05PM ET,ARI,0
WR,Chandler Brayboy (40857844),Chandler Brayboy,40857844,WR/FLEX,3000,JAX@ARI 11/23/2025 04:05PM ET,JAX,0
WR,Joshua Cephus (40857897),Joshua Cephus,40857897,WR/FLEX,3000,JAX@ARI 11/23/2025 04:05PM ET,JAX,0
WR,Xavier Weaver (40857915),Xavier Weaver,40857915,WR/FLEX,3000,JAX@ARI 11/23/2025 04:05PM ET,ARI,0.7
WR,Jalen Brooks (40858031),Jalen Brooks,40858031,WR/FLEX,3000,JAX@ARI 11/23/2025 04:05PM ET,ARI,0
WR,Tejhaun Palmer (40858193),Tejhaun Palmer,40858193,WR/FLEX,3000,JAX@ARI 11/23/2025 04:05PM ET,ARI,0
WR,Travis Hunter (40858275),Travis Hunter,40858275,WR/FLEX,3000,JAX@ARI 11/23/2025 04:05PM ET,JAX,9.54
WR,Phillip Dorsett II (40857150),Phillip Dorsett II,40857150,WR/FLEX,3000,CLE@LV 11/23/2025 04:05PM ET,LV,0
WR,DeAndre Carter (40857168),DeAndre Carter,40857168,WR/FLEX,3000,CLE@LV 11/23/2025 04:05PM ET,CLE,0
WR,Alex Bachman (40857353),Alex Bachman,40857353,WR/FLEX,3000,CLE@LV 11/23/2025 04:05PM ET,LV,0.24
WR,DJ Turner (40857411),DJ Turner,40857411,WR/FLEX,3000,CLE@LV 11/23/2025 04:05PM ET,LV,0
WR,Shedrick Jackson (40857640),Shedrick Jackson,40857640,WR/FLEX,3000,CLE@LV 11/23/2025 04:05PM ET,LV,0
WR,Justin Shorter (40857670),Justin Shorter,40857670,WR/FLEX,3000,CLE@LV 11/23/2025 04:05PM ET,LV,0
WR,Jamari Thrash (40857899),Jamari Thrash,40857899,WR/FLEX,3000,CLE@LV 11/23/2025 04:05PM ET,CLE,2.3
WR,Malachi Corley (40857995),Malachi Corley,40857995,WR/FLEX,3000,CLE@LV 11/23/2025 04:05PM ET,CLE,2.33
WR,Luke Floriea (40858021),Luke Floriea,40858021,WR/FLEX,3000,CLE@LV 11/23/2025 04:05PM ET,CLE,0
TE,Michael Mayer (40858088),Michael Mayer,40858088,TE/FLEX,3000,CLE@LV 11/23/2025 04:05PM ET,LV,5.48
WR,Jack Bech (40858122),Jack Bech,40858122,WR/FLEX,3000,CLE@LV 11/23/2025 04:05PM ET,LV,1.72
WR,Dont'e Thornton Jr. (40858130),Dont'e Thornton Jr.,40858130,WR/FLEX,3000,CLE@LV 11/23/2025 04:05PM ET,LV,1.76
WR,Gage Larvadain (40858217),Gage Larvadain,40858217,WR/FLEX,3000,CLE@LV 11/23/2025 04:05PM ET,CLE,0.75
WR,Kaden Davis (40858263),Kaden Davis,40858263,WR/FLEX,3000,CLE@LV 11/23/2025 04:05PM ET,CLE,0
WR,Isaiah Bond (40858273),Isaiah Bond,40858273,WR/FLEX,3000,CLE@LV 11/23/2025 04:05PM ET,CLE,2.78
DST,Eagles  (40857109),Eagles ,40857109,DST,3000,PHI@DAL 11/23/2025 04:25PM ET,PHI,7.5
WR,Parris Campbell (40857274),Parris Campbell,40857274,WR/FLEX,3000,PHI@DAL 11/23/2025 04:25PM ET,DAL,0
WR,KaVontae Turpin (40857303),KaVontae Turpin,40857303,WR/FLEX,3000,PHI@DAL 11/23/2025 04:25PM ET,DAL,5.38
WR,Britain Covey (40857339),Britain Covey,40857339,WR/FLEX,3000,PHI@DAL 11/23/2025 04:25PM ET,PHI,0
WR,Quez Watkins (40857442),Quez Watkins,40857442,WR/FLEX,3000,PHI@DAL 11/23/2025 04:25PM ET,PHI,0
WR,Jalen Cropper (40857851),Jalen Cropper,40857851,WR/FLEX,3000,PHI@DAL 11/23/2025 04:25PM ET,DAL,0
WR,Jonathan Mingo (40857891),Jonathan Mingo,40857891,WR/FLEX,3000,PHI@DAL 11/23/2025 04:25PM ET,DAL,0
WR,Xavier Gipson (40857895),Xavier Gipson,40857895,WR/FLEX,3000,PHI@DAL 11/23/2025 04:25PM ET,PHI,0.06
WR,Traeshon Holden (40857939),Traeshon Holden,40857939,WR/FLEX,3000,PHI@DAL 11/23/2025 04:25PM ET,DAL,0
WR,Johnny Wilson (40857951),Johnny Wilson,40857951,WR/FLEX,3000,PHI@DAL 11/23/2025 04:25PM ET,PHI,0
WR,Darius Cooper (40858033),Darius Cooper,40858033,WR/FLEX,3000,PHI@DAL 11/23/2025 04:25PM ET,PHI,0
WR,Danny Gray (40858049),Danny Gray,40858049,WR/FLEX,3000,PHI@DAL 11/23/2025 04:25PM ET,PHI,0
WR,Jamal Agnew (40857235),Jamal Agnew,40857235,WR/FLEX,3000,ATL@NO 11/23/2025 04:25PM ET,ATL,0
WR,KhaDarel Hodge (40857241),KhaDarel Hodge,40857241,WR/FLEX,3000,ATL@NO 11/23/2025 04:25PM ET,ATL,0.68
WR,Dante Pettis (40857281),Dante Pettis,40857281,WR/FLEX,3000,ATL@NO 11/23/2025 04:25PM ET,NO,0
WR,Dylan Drummond (40857616),Dylan Drummond,40857616,WR/FLEX,3000,ATL@NO 11/23/2025 04:25PM ET,ATL,0
WR,Chris Blair (40857653),Chris Blair,40857653,WR/FLEX,3000,ATL@NO 11/23/2025 04:25PM ET,ATL,0
WR,Ronnie Bell (40857740),Ronnie Bell,40857740,WR/FLEX,3000,ATL@NO 11/23/2025 04:25PM ET,NO,0
WR,Kevin Austin Jr. (40857750),Kevin Austin Jr.,40857750,WR/FLEX,3000,ATL@NO 11/23/2025 04:25PM ET,NO,0
WR,Deven Thompkins (40857756),Deven Thompkins,40857756,WR/FLEX,3000,ATL@NO 11/23/2025 04:25PM ET,ATL,0
WR,Trey Palmer (40857778),Trey Palmer,40857778,WR/FLEX,3000,ATL@NO 11/23/2025 04:25PM ET,NO,0
WR,Nick Nash (40857818),Nick Nash,40857818,WR/FLEX,3000,ATL@NO 11/23/2025 04:25PM ET,ATL,0
WR,Bub Means (40857858),Bub Means,40857858,WR/FLEX,3000,ATL@NO 11/23/2025 04:25PM ET,NO,0
WR,Casey Washington (40857883),Casey Washington,40857883,WR/FLEX,3000,ATL@NO 11/23/2025 04:25PM ET,ATL,2.2
WR,Mason Tipton (40857933),Mason Tipton,40857933,WR/FLEX,3000,ATL@NO 11/23/2025 04:25PM ET,NO,0
WR,Ja'Lynn Polk (40857964),Ja'Lynn Polk,40857964,WR/FLEX,3000,ATL@NO 11/23/2025 04:25PM ET,NO,0
WR,Mike Evans (40857148),Mike Evans,40857148,WR/FLEX,3000,TB@LAR 11/23/2025 08:20PM ET,TB,8.5
WR,Brandon Johnson (40857399),Brandon Johnson,40857399,WR/FLEX,3000,TB@LAR 11/23/2025 08:20PM ET,TB,0
WR,Dennis Houston (40857514),Dennis Houston,40857514,WR/FLEX,3000,TB@LAR 11/23/2025 08:20PM ET,TB,0
WR,Tutu Atwell (40857587),Tutu Atwell,40857587,WR/FLEX,3000,TB@LAR 11/23/2025 08:20PM ET,LAR,4.4
WR,Ryan Miller (40857651),Ryan Miller,40857651,WR/FLEX,3000,TB@LAR 11/23/2025 08:20PM ET,TB,1.14
WR,Xavier Smith (40857766),Xavier Smith,40857766,WR/FLEX,3000,TB@LAR 11/23/2025 08:20PM ET,LAR,1.55
WR,Jordan Whittington (40857793),Jordan Whittington,40857793,WR/FLEX,3000,TB@LAR 11/23/2025 08:20PM ET,LAR,2.72
WR,Jaden Smith (40857923),Jaden Smith,40857923,WR/FLEX,3000,TB@LAR 11/23/2025 08:20PM ET,TB,0
WR,Garrett Greene (40857966),Garrett Greene,40857966,WR/FLEX,3000,TB@LAR 11/23/2025 08:20PM ET,TB,0
WR,Tyler Scott (40857970),Tyler Scott,40857970,WR/FLEX,3000,TB@LAR 11/23/2025 08:20PM ET,LAR,0
WR,Brennan Presley (40858066),Brennan Presley,40858066,WR/FLEX,3000,TB@LAR 11/23/2025 08:20PM ET,LAR,0
WR,Konata Mumpfield (40858179),Konata Mumpfield,40858179,WR/FLEX,3000,TB@LAR 11/23/2025 08:20PM ET,LAR,0.92
WR,Tru Edwards (40858209),Tru Edwards,40858209,WR/FLEX,3000,TB@LAR 11/23/2025 08:20PM ET,LAR,0
WR,Kameron Johnson (40858283),Kameron Johnson,40858283,WR/FLEX,3000,TB@LAR 11/23/2025 08:20PM ET,TB,1.75
WR,Demarcus Robinson (40857194),Demarcus Robinson,40857194,WR/FLEX,3000,CAR@SF 11/24/2025 08:15PM ET,SF,3.69
WR,Trent Taylor (40857203),Trent Taylor,40857203,WR/FLEX,3000,CAR@SF 11/24/2025 08:15PM ET,SF,0
